"nom du fichier";"temps_debut";"temps_fin";"frequence_mediane";"tadarida_taxon";"tadarida_probabilite";"tadarida_taxon_autre";"observateur_taxon";"observateur_probabilite";"validateur_taxon";"validateur_probabilite"
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212918_003";"0.0";5.0;19.0;"Tetvir";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212923_003";"0.0";5.0;34.0;"noise";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212923_003";"0.0";4.6;61.0;"Pippip";0.7;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212928_003";"0.0";4.3;28.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212928_003";3.9;4.1;9.0;"Phofem";0.07;"Eupsp, Tetvir";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212928_003";1.1;1.2;49.0;"Pippip";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212933_003";0.2;5.0;31.0;"noise";0.79;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212938_003";"0.0";5.0;30.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212943_003";0.1;5.0;30.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212948_003";"0.0";4.8;32.0;"noise";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212948_003";0.2;5.0;21.0;"Phanan";0.07;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212953_003";0.1;5.0;26.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212958_003";0.1;4.1;28.0;"noise";0.67;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_212958_003";0.2;4.1;10.0;"Tetvir";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213002_791";0.1;3.0;24.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213008_790";1.8;4.3;37.0;"noise";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213008_790";1.8;5.0;14.0;"Tetvir";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213013_790";0.4;4.6;12.0;"noise";0.62;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213019_658";0.1;5.0;26.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213024_658";"0.0";5.0;34.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213029_658";"0.0";4.9;43.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213034_658";"0.0";5.0;42.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213034_658";2.8;3.5;10.0;"Phofem";0.14;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213039_658";0.1;5.0;35.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213039_658";1.1;5.0;51.0;"Pippip";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213039_658";"0.0";5.0;57.0;"Pippyg";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213044_658";"0.0";1.4;34.0;"noise";0.8;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213044_658";"0.0";1.4;53.0;"Pippip";0.77;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213049_270";"0.0";3.3;33.0;"noise";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213049_270";"0.0";3.4;22.0;"Tetvir";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213056_839";0.4;4.9;24.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213056_839";3.3;3.8;11.0;"Phogri";0.17;"Eupsp";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213101_839";0.1;1.6;26.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213105_099";0.4;4.7;27.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213105_099";1.4;4.9;19.0;"Tetvir";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213110_099";0.4;5.0;28.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213110_099";"0.0";4.8;11.0;"Tetvir";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213115_099";"0.0";3.3;28.0;"noise";0.71;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213125_882";"0.0";5.0;32.0;"noise";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213125_882";0.4;4.6;48.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213125_882";1.1;5.0;55.0;"Pippyg";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213130_882";0.1;4.9;30.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213130_882";"0.0";3.5;50.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213135_882";"0.0";4.3;27.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213143_719";0.1;2.6;25.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213143_719";"0.0";3.7;68.0;"Pippip";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213156_973";3.1;4.9;21.0;"noise";0.78;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213201_973";"0.0";5.0;31.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213206_973";0.1;5.0;32.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213211_973";"0.0";0.5;39.0;"noise";0.76;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213211_973";"0.0";0.8;19.0;"Phanan";0.04;"Tetvir";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213219_523";1.3;1.4;42.0;"Leppun";0.09;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213219_523";"0.0";4.4;26.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213219_523";"0.0";5.0;65.0;"Pippip";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213224_523";"0.0";5.0;35.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213224_523";"0.0";4.7;56.0;"Pippip";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213229_523";"0.0";5.0;39.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213234_523";"0.0";5.0;34.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213234_523";3.4;3.5;15.0;"Phanan";0.13;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213239_523";"0.0";5.0;35.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213244_523";"0.0";5.0;43.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213249_523";"0.0";5.0;36.0;"noise";0.8;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213249_523";"0.0";5.0;35.0;"Testes";0.22;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213254_523";"0.0";5.0;40.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213259_523";"0.0";4.7;44.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213259_523";4.1;5.0;64.0;"Pippyg";0.11;"Pippip";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213304_523";"0.0";5.0;34.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213304_523";"0.0";3.2;67.0;"Pippip";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213309_523";0.3;5.0;30.0;"noise";0.85;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213309_523";1.0;4.8;58.0;"Pippip";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213314_523";"0.0";5.0;31.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213319_523";"0.0";5.0;35.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213324_523";"0.0";3.7;41.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213328_654";"0.0";5.0;38.0;"noise";0.8;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213333_654";"0.0";5.0;37.0;"noise";0.8;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213338_654";"0.0";5.0;32.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213343_654";"0.0";5.0;30.0;"noise";0.78;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213348_654";"0.0";4.9;32.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213353_654";"0.0";4.8;28.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213358_654";"0.0";3.8;35.0;"Leppun";0.12;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213358_654";1.0;4.9;17.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213405_602";"0.0";5.0;28.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213405_602";"0.0";4.9;10.0;"Tetvir";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213410_602";0.2;0.4;16.0;"Epheph";0.04;"Tetvir, Phogri, Phanan";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213410_602";0.1;5.0;29.0;"noise";0.82;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213415_602";0.3;4.7;39.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213415_602";0.4;3.7;20.0;"Phanan";0.38;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213420_602";0.5;0.6;18.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213425_879";0.3;4.9;23.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213425_879";"0.0";3.8;43.0;"Pipkuh";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213430_879";0.3;5.0;30.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213430_879";2.5;4.9;56.0;"Pippyg";0.58;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213435_879";0.1;5.0;32.0;"noise";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213435_879";0.9;5.0;54.0;"Pippyg";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213440_879";"0.0";4.8;40.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213445_879";0.1;5.0;34.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213445_879";2.0;5.0;64.0;"Pippip";0.8;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213450_879";0.1;2.4;36.0;"noise";0.83;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213456_465";"0.0";5.0;36.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213501_465";"0.0";5.0;36.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213506_465";"0.0";5.0;39.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213511_465";"0.0";5.0;37.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213511_465";2.2;3.0;10.0;"Tetvir";0.7;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213516_465";"0.0";5.0;36.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213521_465";"0.0";5.0;38.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213526_465";"0.0";2.2;36.0;"noise";0.81;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213528_869";"0.0";3.0;32.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213536_548";0.1;3.7;29.0;"noise";0.76;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213536_548";0.1;5.0;11.0;"Tetvir";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213541_548";0.4;0.8;11.0;"Tetvir";0.81;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213545_806";0.9;5.0;32.0;"noise";0.65;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213545_806";0.1;5.0;12.0;"Tetvir";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213550_806";"0.0";1.8;37.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213600_042";"0.0";4.4;37.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213600_042";1.4;2.7;43.0;"Phogri";0.5;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213605_042";0.5;4.8;27.0;"noise";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213610_042";0.6;5.0;36.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213615_042";"0.0";5.0;38.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213620_042";"0.0";5.0;30.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213620_042";"0.0";5.0;55.0;"Pippip";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213625_042";"0.0";5.0;32.0;"noise";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213625_042";"0.0";3.9;46.0;"Pippip";0.81;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213630_042";0.1;1.9;33.0;"noise";0.69;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213634_181";"0.0";5.0;32.0;"noise";0.85;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213634_181";0.1;2.0;70.0;"Pippip";0.22;"Pippyg";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213639_181";"0.0";5.0;33.0;"noise";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213639_181";0.2;3.6;10.0;"Tetvir";0.63;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213644_181";"0.0";5.0;39.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213644_181";0.1;5.0;69.0;"Pippyg";0.64;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213649_181";"0.0";5.0;42.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213654_181";"0.0";1.1;40.0;"noise";0.67;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213654_181";"0.0";0.5;34.0;"Testes";0.04;"Inssp5, Yposp, Tetvir, Pippip, Leppun";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213657_381";"0.0";3.0;34.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213707_819";"0.0";5.0;31.0;"noise";0.83;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213707_819";"0.0";4.8;57.0;"Pippyg";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213712_819";0.1;4.4;32.0;"noise";0.94;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213717_819";"0.0";0.5;30.0;"noise";0.85;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213722_889";"0.0";5.0;35.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213722_889";"0.0";5.0;55.0;"Pippip";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213727_889";"0.0";1.2;25.0;"Tetvir";0.03;"Phogri, Leppun, Yposp";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213727_889";"0.0";1.3;32.0;"noise";0.82;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213727_889";"0.0";1.1;54.0;"Pippip";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213729_861";"0.0";5.0;33.0;"noise";0.82;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213729_861";"0.0";4.2;51.0;"Pippip";0.95;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213734_861";"0.0";5.0;39.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213739_861";"0.0";5.0;39.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213744_861";"0.0";4.5;36.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213749_861";"0.0";4.9;30.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213749_861";0.3;4.3;61.0;"Pippyg";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213754_861";"0.0";5.0;24.0;"noise";0.8;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213759_861";0.1;5.0;28.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213759_861";0.1;4.8;50.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213804_861";"0.0";4.9;33.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213809_861";0.1;4.8;29.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213809_861";0.5;4.6;50.0;"Pippip";0.99;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213814_861";0.3;5.0;38.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213819_861";"0.0";5.0;42.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213824_861";"0.0";5.0;42.0;"noise";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213824_861";"0.0";5.0;61.0;"Pippyg";0.48;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213829_861";"0.0";5.0;41.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213829_861";0.5;1.3;52.0;"Pippyg";0.5;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213834_861";"0.0";3.5;38.0;"noise";0.73;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213834_861";"0.0";3.1;35.0;"Tetvir";0.8;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213838_913";"0.0";4.4;32.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213843_913";3.9;4.9;15.0;"Epheph";0.19;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213843_913";0.3;5.0;20.0;"noise";0.82;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213848_913";"0.0";2.7;39.0;"noise";0.83;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213857_027";"0.0";5.0;33.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213902_027";"0.0";1.9;42.0;"Leppun";0.05;"Yposp, Tetvir";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213902_027";"0.0";2.4;31.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213906_863";"0.0";3.9;30.0;"noise";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213906_863";"0.0";3.3;12.0;"Tetvir";0.88;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213911_863";0.4;0.6;18.0;"noise";0.54;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213917_005";0.9;5.0;34.0;"noise";0.84;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213917_005";1.7;4.9;43.0;"Pipkuh";0.36;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213922_005";"0.0";5.0;37.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213927_005";"0.0";4.9;37.0;"noise";0.91;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213927_005";"0.0";4.8;59.0;"Pippyg";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213932_005";"0.0";5.0;39.0;"noise";0.82;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213932_005";2.9;3.2;14.0;"Phanan";0.03;"Tetvir, Pippip, Phogri";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213937_005";"0.0";4.3;30.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213944_163";"0.0";5.0;32.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213949_163";"0.0";5.0;36.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213954_163";"0.0";5.0;36.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_213959_163";"0.0";5.0;41.0;"noise";0.92;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214004_163";"0.0";5.0;35.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214009_163";"0.0";0.2;37.0;"noise";0.05;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214009_831";"0.0";4.7;30.0;"noise";0.96;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214014_831";0.3;1.4;29.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214017_083";"0.0";5.0;32.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214022_083";"0.0";4.8;35.0;"noise";0.93;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214027_083";0.1;5.0;35.0;"noise";0.81;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214027_083";"0.0";5.0;12.0;"Tetvir";0.98;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214032_083";"0.0";4.3;29.0;"noise";0.76;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214037_785";"0.0";4.0;21.0;"noise";0.75;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214042_785";0.1;5.0;28.0;"noise";0.82;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214042_785";2.1;4.8;25.0;"Tetvir";0.02;"Plaint, Phogri, Yposp, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Rhasp, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plafal, Plaalb, Plaaff, Pippyg, Pippip, Pipnat, Pipkuh, piaf, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myodas, Myocap, Myobec, Myoalc, Mussp, Minsch, Mimasp, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, Antsp, amph";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214047_785";"0.0";2.9;26.0;"noise";0.89;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214055_771";"0.0";5.0;32.0;"noise";0.97;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214100_771";"0.0";5.0;33.0;"noise";0.9;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214100_771";1.5;3.0;15.0;"Phanan";0.69;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214105_771";"0.0";3.4;29.0;"noise";0.86;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214109_611";"0.0";4.6;25.0;"noise";0.87;"";"";"";"";""
"Car340881-2020-Pass1-Z2-X-9388-0_20200610_214114_611";0.4;1.7;20.0;"noise";0.96;"";"";"";"";""
